step,episode,policy_loss,value_loss,entropy,total_loss,avg_reward
18368,77,-0.014118596911430359,652.005859375,-1.767293095588684,65.20413208007812,2.2367446115240455
18432,78,-0.012586742639541626,1562.456298828125,-1.767293095588684,156.25071716308594,4.509160980582237
18496,78,-0.011440429836511612,995.4434204101562,-1.767293095588684,99.55056762695312,4.361375670880079
18560,78,-0.01420479267835617,1536.7733154296875,-1.767293095588684,153.68080139160156,3.8822499364614487
18624,79,-0.017379477620124817,1122.14013671875,-1.767293095588684,112.21430206298828,4.123732140287757
18688,79,-0.01019323617219925,964.8651733398438,-1.767293095588684,96.4939956665039,3.8591748774051666
18752,80,-0.018911991268396378,1069.369140625,-1.767293095588684,106.9356689453125,1.3551382422447205
18816,80,-0.015450149774551392,1500.576416015625,-1.767293095588684,150.0598602294922,4.818872652947903
18880,80,-0.014989819377660751,1013.7339477539062,-1.767293095588684,101.3760757446289,1.9997078273445368
18944,81,-0.029634496197104454,621.296630859375,-1.767293095588684,62.11770248413086,1.891575938090682
19008,81,-0.003762507811188698,1185.620849609375,-1.767293095588684,118.57599639892578,5.438030380755663
19072,81,-0.007728300988674164,1074.2135009765625,-1.767293095588684,107.43128967285156,3.8038417045027018
19136,82,-0.027355331927537918,600.5580444335938,-1.767293095588684,60.04612350463867,1.850191886536777
19200,82,-0.004277735948562622,1859.88330078125,-1.767293095588684,186.00172424316406,5.197837309911847
19264,82,-0.021808048710227013,1469.020263671875,-1.767293095588684,146.89788818359375,4.881573714315891
19328,82,-0.03272375836968422,625.7003173828125,-1.767293095588684,62.55498504638672,1.6170549392700195
19392,83,-0.005321629345417023,889.031005859375,-1.767293095588684,88.91544342041016,4.274731814861298
19456,83,-0.013612033799290657,1676.0999755859375,-1.767293095588684,167.6140594482422,5.01013932004571
19520,83,-0.013689978048205376,978.8120727539062,-1.767293095588684,97.88519287109375,2.736362414434552
19584,84,-0.015461696311831474,1206.4609375,-1.767293095588684,120.64830017089844,3.7453824654221535
19648,84,-0.02397046610713005,1137.98974609375,-1.767293095588684,113.79267120361328,4.212931223213673
19712,84,-0.013208307325839996,709.0983276367188,-1.767293095588684,70.91429901123047,1.5678562028333545
19776,85,-0.011710729449987411,955.0528564453125,-1.767293095588684,95.51124572753906,4.668015031144023
19840,85,-0.004956228658556938,1691.208984375,-1.767293095588684,169.13360595703125,5.775848084129393
19904,85,-0.018827594816684723,876.949462890625,-1.767293095588684,87.69378662109375,1.5641929982230067
19968,86,-0.014016430824995041,710.6476440429688,-1.767293095588684,71.06842041015625,3.0646026339381933
20032,86,-0.02499714493751526,812.7017822265625,-1.767293095588684,81.26285552978516,3.141593831591308
20096,86,-0.025609398260712624,790.787353515625,-1.767293095588684,79.07079315185547,1.4115435937419534
20160,87,-0.003791268914937973,924.5487060546875,-1.767293095588684,92.46875,4.075879588723183
20224,87,-0.018400020897388458,858.2263793945312,-1.767293095588684,85.82190704345703,4.350783945992589
20288,87,-0.01256243884563446,566.4320068359375,-1.767293095588684,56.648311614990234,1.740796155296266
20352,88,-0.004843039438128471,866.6583251953125,-1.767293095588684,86.67865753173828,3.7013632357120514
20416,88,-0.03195517137646675,831.1082153320312,-1.767293095588684,83.09654235839844,4.862673576921225
20480,88,0.0013763494789600372,591.9395751953125,-1.767293095588684,59.213008880615234,1.7129924539476633
20544,89,-0.008645951747894287,550.3978271484375,-1.767293095588684,55.04881286621094,2.2222486371174455
20608,89,-0.01982199028134346,932.6339111328125,-1.767293095588684,93.26123809814453,3.926206097006798
20672,89,-0.014406610280275345,1140.4305419921875,-1.767293095588684,114.04631805419922,3.101114253513515
20736,90,-0.015059234574437141,572.2263793945312,-1.767293095588684,57.225250244140625,2.1299756662920117
20800,90,-0.014583770185709,1342.4144287109375,-1.767293095588684,134.24452209472656,5.582749839872122
20864,90,-0.014842584729194641,1105.6949462890625,-1.767293095588684,110.57232666015625,3.5562214963138103
20928,91,-0.02322237566113472,557.7060546875,-1.767293095588684,55.76505661010742,2.0400854852050543
20992,91,-0.007506851106882095,1490.934326171875,-1.767293095588684,149.1035919189453,5.173138282261789
21056,91,-0.026369746774435043,823.7778930664062,-1.767293095588684,82.36909484863281,3.310270482674241
21120,91,-0.01846008189022541,589.4085693359375,-1.767293095588684,58.94007110595703,1.7484736796468496
21184,92,-0.011544853448867798,1340.677734375,-1.767293095588684,134.0738983154297,4.105763707309961
21248,92,-0.015592912212014198,939.7060546875,-1.767293095588684,93.9726791381836,3.739048197865486
21312,92,-0.01582002267241478,725.0597534179688,-1.767293095588684,72.50782012939453,1.8327045990154147
21376,93,-0.01710519939661026,1004.400390625,-1.767293095588684,100.44060516357422,4.4494760958477855
21440,93,-0.003604551777243614,1235.2255859375,-1.767293095588684,123.53662872314453,3.378852855414152
21504,94,-0.012961318716406822,1384.8831787109375,-1.767293095588684,138.4930419921875,1.838958234526217
21568,94,-0.014764606952667236,1546.233642578125,-1.767293095588684,154.6262664794922,5.127321820706129
21632,94,-0.030654912814497948,2084.27685546875,-1.767293095588684,208.41470336914062,5.498923433944583
21696,94,-0.01333610713481903,593.0164794921875,-1.767293095588684,59.30598449707031,1.4465115498751402
21760,95,-0.0051999520510435104,876.3458251953125,-1.767293095588684,87.64704895019531,3.04363901168108
21824,95,-0.027478747069835663,1262.5059814453125,-1.767293095588684,126.24079132080078,5.082545608282089
21888,95,-0.015324126929044724,566.7500610351562,-1.767293095588684,56.6773567199707,1.8084865044802427
21952,96,-0.023335274308919907,1283.22607421875,-1.767293095588684,128.31695556640625,2.35554904025048
22016,96,-0.015396550297737122,1968.136962890625,-1.767293095588684,196.81597900390625,5.66106840595603
22080,96,-0.0013867393136024475,715.744873046875,-1.767293095588684,71.59076690673828,2.1895345905795693
22144,97,-0.013673761859536171,489.0643310546875,-1.767293095588684,48.91043472290039,2.8113692170009017
22208,97,-0.011664584279060364,644.4575805664062,-1.767293095588684,64.45176696777344,3.882571831345558
22272,97,-0.029077772051095963,1225.3087158203125,-1.767293095588684,122.51947021484375,3.764037205837667
22336,97,-0.008011698722839355,619.42626953125,-1.767293095588684,61.95228958129883,1.9038352323696017
22400,98,-0.012362629175186157,1164.4852294921875,-1.767293095588684,116.4538345336914,3.9083205815404654
22464,98,-0.020952649414539337,809.412353515625,-1.767293095588684,80.93795776367188,3.6504337210208178
22528,98,-0.01244441606104374,483.7442932128906,-1.767293095588684,48.379661560058594,1.4356894409283996
22592,99,-0.01117490790784359,1114.1719970703125,-1.767293095588684,111.42369079589844,4.649719197303057
22656,99,-0.019425231963396072,926.5587158203125,-1.767293095588684,92.65412139892578,2.919173678383231
22720,99,-0.014954885467886925,609.9274291992188,-1.767293095588684,60.99546432495117,1.5789405824616551
22784,100,-0.02205260470509529,687.238525390625,-1.767293095588684,68.71947479248047,2.931805449537933
22848,100,-0.0132608562707901,818.19384765625,-1.767293095588684,81.82379913330078,4.825019417330623
22912,100,-0.01973462849855423,834.4337158203125,-1.767293095588684,83.4413070678711,2.298378102481365
22976,101,-0.01651141792535782,478.53619384765625,-1.767293095588684,47.85478210449219,2.7809070153161883
23040,101,-0.008876662701368332,907.6915283203125,-1.767293095588684,90.7779541015625,4.203291453421116
23104,101,-0.02059418335556984,702.5819091796875,-1.767293095588684,70.2552719116211,2.7126178396865726
23168,102,-0.006882019340991974,970.5552978515625,-1.767293095588684,97.06632232666016,2.881514704786241
23232,102,-0.014320608228445053,1473.95947265625,-1.767293095588684,147.3992919921875,5.770879797637463
23296,102,-0.020979199558496475,609.674072265625,-1.767293095588684,60.9640998840332,2.44317455496639
23360,103,-0.00942012295126915,597.538818359375,-1.767293095588684,59.76213836669922,2.9540086640045047
23424,103,-0.007367216050624847,1167.8245849609375,-1.767293095588684,116.79276275634766,5.302695346996188
23488,103,-0.0070064738392829895,792.0638427734375,-1.767293095588684,79.21704864501953,2.8137412164360285
23552,104,-0.01786530762910843,592.7909545898438,-1.767293095588684,59.27890396118164,3.04302329570055
23616,104,-0.017170913517475128,1749.6202392578125,-1.767293095588684,174.9625244140625,4.7322942316532135
23680,104,-0.010302362963557243,957.174560546875,-1.767293095588684,95.7248306274414,2.798066741786897
23744,105,-0.010734178125858307,445.291748046875,-1.767293095588684,44.53611373901367,2.6900154631584883
23808,105,-0.023201365023851395,1110.15234375,-1.767293095588684,111.00970458984375,5.160340897738934
23872,105,-0.0188743956387043,531.4664306640625,-1.767293095588684,53.145442962646484,2.1317795142531395
23936,106,-0.00932176411151886,808.963623046875,-1.767293095588684,80.90470886230469,3.9243592666462064
24000,106,-0.0224078968167305,1033.09228515625,-1.767293095588684,103.30448913574219,5.035454798489809
24064,106,-0.017260529100894928,948.2176513671875,-1.767293095588684,94.82218170166016,2.893575891852379
24128,107,-0.003583306446671486,657.9667358398438,-1.767293095588684,65.81076049804688,2.623774440959096
24192,107,-0.02908562682569027,1173.5655517578125,-1.767293095588684,117.34514617919922,6.140535306185484
24256,107,-0.02978782169520855,655.0108642578125,-1.767293095588684,65.48897552490234,2.0154166109859943
24320,108,-0.006557993590831757,592.5592651367188,-1.767293095588684,59.26704406738281,2.626912591047585
24384,108,-0.010454375296831131,978.9425659179688,-1.767293095588684,97.90147399902344,3.893119402229786
24448,108,-0.017475882545113564,632.4563598632812,-1.767293095588684,63.24583435058594,1.644976251758635
24512,109,-0.01615973562002182,887.0740356445312,-1.767293095588684,88.70891571044922,3.796919494867325
24576,109,-0.0073300860822200775,1447.2900390625,-1.767293095588684,144.73934936523438,4.578483255580068
24640,109,-0.017352689057588577,644.5385131835938,-1.767293095588684,64.45417022705078,1.5108121875673532
24704,110,-0.008312994614243507,1620.4632568359375,-1.767293095588684,162.05567932128906,5.1546278558671474
24768,110,-0.021561887115240097,1595.100830078125,-1.767293095588684,159.50619506835938,5.233153957873583
24832,110,-0.015325089916586876,701.4732055664062,-1.767293095588684,70.14966583251953,1.472166707739234
24896,111,-0.015314105898141861,608.235107421875,-1.767293095588684,60.825870513916016,3.9918099688366055
24960,111,-0.0061518363654613495,1155.271240234375,-1.767293095588684,115.53864288330078,4.962012289091945
25024,111,-0.011630777269601822,964.3117065429688,-1.767293095588684,96.43721771240234,2.0358679350465536
25088,112,-0.01859542727470398,1789.85205078125,-1.767293095588684,178.98428344726562,3.1172855189070106
25152,112,-0.013722317293286324,1365.96435546875,-1.767293095588684,136.6003875732422,5.7311194790527225
25216,112,-0.019896652549505234,848.307373046875,-1.767293095588684,84.8285140991211,2.1337024345993996
25280,113,-0.026569072157144547,1094.745361328125,-1.767293095588684,109.46564483642578,3.829529850743711
25344,113,-0.0041984133422374725,804.0390625,-1.767293095588684,80.4173812866211,3.4176284093409777
25408,114,-0.021138513460755348,965.8397827148438,-1.767293095588684,96.58050537109375,1.2970842001959682
25472,114,-0.011063816025853157,1371.6630859375,-1.767293095588684,137.17291259765625,5.2567316219210625
25536,114,-0.013597413897514343,672.7158203125,-1.767293095588684,67.2756576538086,2.2319747423753142
25600,115,-0.02022366039454937,790.1907958984375,-1.767293095588684,79.01652526855469,2.3862504279240966
25664,115,-0.012570643797516823,1242.390625,-1.767293095588684,124.2441635131836,4.64304781332612
25728,115,-0.01011103019118309,538.2357788085938,-1.767293095588684,53.831138610839844,1.3434751108288765
25792,116,-0.01811019331216812,1305.186767578125,-1.767293095588684,130.5182342529297,4.337145417928696
25856,116,-0.01472943089902401,1312.4986572265625,-1.767293095588684,131.2528076171875,5.03500566072762
25920,116,-0.020166508853435516,891.858642578125,-1.767293095588684,89.1833724975586,2.8922372721135616
25984,117,-0.014384973794221878,1162.48193359375,-1.767293095588684,116.25148010253906,4.08757883682847
26048,117,-0.010852938517928123,1523.18408203125,-1.767293095588684,152.32522583007812,4.422847638837993
26112,117,-0.021415121853351593,617.3720703125,-1.767293095588684,61.73346710205078,1.99023761972785
26176,118,-0.0217705387622118,856.8265991210938,-1.767293095588684,85.67855834960938,4.244345156475902
26240,118,-0.012999188154935837,1117.552001953125,-1.767293095588684,111.75987243652344,3.2123062359169126
26304,119,-0.02287931740283966,696.0303955078125,-1.767293095588684,69.59783172607422,1.3648301539942622
26368,119,-0.014807462692260742,976.7608032226562,-1.767293095588684,97.67893981933594,5.900144739076495
26432,119,-0.004926016554236412,624.119140625,-1.767293095588684,62.42466354370117,2.01331000123173
26496,120,-0.010823100805282593,918.2553100585938,-1.767293095588684,91.8323745727539,3.3708116179332137
26560,120,-0.020809341222047806,1366.080810546875,-1.767293095588684,136.6049346923828,4.6734017776325345
26624,120,-0.01651395484805107,750.814453125,-1.767293095588684,75.08259582519531,1.164257537573576
26688,121,-0.011063262820243835,948.776611328125,-1.767293095588684,94.88426971435547,3.980523459613323
26752,121,-0.015745259821414948,1705.3197021484375,-1.767293095588684,170.5338897705078,4.32620672788471
26816,121,-0.006197432056069374,768.8949584960938,-1.767293095588684,76.90097045898438,1.4733228795230389
26880,122,-0.008742071688175201,1670.9002685546875,-1.767293095588684,167.0989532470703,4.708209873177111
26944,122,-0.01928665302693844,1196.19189453125,-1.767293095588684,119.6175765991211,6.074158299714327
27008,122,-0.008853200823068619,881.2241821289062,-1.767293095588684,88.13124084472656,1.1907808780670166
27072,123,-0.002281753346323967,763.576171875,-1.767293095588684,76.37300872802734,3.249791283160448
27136,123,-0.013785623013973236,1288.978271484375,-1.767293095588684,128.90171813964844,5.3860387075692415
27200,123,-0.025535352528095245,930.124267578125,-1.767293095588684,93.00456237792969,0.37729211151599884
27264,124,-0.017810888588428497,1038.45751953125,-1.767293095588684,103.84561157226562,3.6842123679816723
27328,124,-0.019002564251422882,1663.0877685546875,-1.767293095588684,166.3074493408203,5.345053039491177
27392,124,-0.001591164618730545,953.8209838867188,-1.767293095588684,95.39817810058594,2.7003568913787603
27456,125,-0.007622620090842247,698.7147216796875,-1.767293095588684,69.88152313232422,4.68238684348762
27520,125,-0.019906865432858467,1419.5806884765625,-1.767293095588684,141.95582580566406,5.751775782555342
27584,125,-0.007365545257925987,674.692626953125,-1.767293095588684,67.47956848144531,1.5116423573344946
27648,126,-0.01917654648423195,1434.822998046875,-1.767293095588684,143.4807891845703,3.940326319076121
27712,126,-0.016110772266983986,1215.941650390625,-1.767293095588684,121.5957260131836,4.966038030572236
27776,126,-0.015222512185573578,882.6380004882812,-1.767293095588684,88.26625061035156,1.3541850000619888
27840,127,-0.021495316177606583,1141.1160888671875,-1.767293095588684,114.1077880859375,4.683292008005083
27904,127,-0.013375792652368546,1044.644775390625,-1.767293095588684,104.4687728881836,1.8253055308014154
27968,128,-0.006798021495342255,532.4757690429688,-1.767293095588684,53.258453369140625,1.4145952677354217
28032,128,-0.02765028551220894,1539.7093505859375,-1.767293095588684,153.96095275878906,5.522685925476253
28096,128,-0.018561644479632378,880.9656982421875,-1.767293095588684,88.0956802368164,2.283438028767705
28160,129,-0.017427725717425346,630.421875,-1.767293095588684,63.04243087768555,2.91191762406379
28224,129,-0.01061684638261795,1338.8857421875,-1.767293095588684,133.8956298828125,5.701462551951408
28288,129,-0.015462782233953476,703.9713745117188,-1.767293095588684,70.39934539794922,2.7418025005608797
28352,130,-0.01564144715666771,961.7361450195312,-1.767293095588684,96.17564392089844,2.7744451193138957
28416,130,-0.019462190568447113,1045.5518798828125,-1.767293095588684,104.55339813232422,3.6537306485697627
28480,130,-0.0022393278777599335,615.784423828125,-1.767293095588684,61.593875885009766,1.7990813283249736
28544,131,-0.016619602218270302,1046.1295166015625,-1.767293095588684,104.61400604248047,4.766441101208329
28608,131,-0.02002011425793171,895.6890869140625,-1.767293095588684,89.56655883789062,3.2484366316348314
28672,132,-0.00487266480922699,1195.762451171875,-1.767293095588684,119.58904266357422,1.2907225489616394
28736,132,-0.006854075938463211,1479.1883544921875,-1.767293095588684,147.92965698242188,5.967416170984507
28800,132,-0.019882583990693092,688.4733276367188,-1.767293095588684,68.84512329101562,2.3180827535688877
28864,133,-0.011346958577632904,1002.2462158203125,-1.767293095588684,100.23094940185547,2.9093139758333564
28928,133,-0.01443801075220108,1411.3448486328125,-1.767293095588684,141.13772583007812,6.04587908834219
28992,133,-0.019792664796113968,769.5841064453125,-1.767293095588684,76.95629119873047,1.8192209666594863
29056,134,-0.0027236025780439377,1099.326904296875,-1.767293095588684,109.94763946533203,2.4122351352125406
29120,134,-0.00918777659535408,1004.72802734375,-1.767293095588684,100.48128509521484,5.908612206578255
29184,134,-0.017918458208441734,1129.974853515625,-1.767293095588684,112.99723815917969,3.874585305340588
29248,135,-0.015410233289003372,533.6129150390625,-1.767293095588684,53.363555908203125,2.052227560430765
29312,135,-0.006534582003951073,1593.453857421875,-1.767293095588684,159.3565216064453,5.42194714397192
29376,135,-0.007955631241202354,706.42236328125,-1.767293095588684,70.65194702148438,2.356299919076264
29440,136,-0.020052775740623474,811.0572509765625,-1.767293095588684,81.10334777832031,2.5144412675872445
29504,136,-0.012012157589197159,1082.956787109375,-1.767293095588684,108.30133819580078,4.72599657997489
29568,136,-0.007322099059820175,863.048828125,-1.767293095588684,86.31523132324219,0.300547843798995
29632,137,-0.024228978902101517,857.8079833984375,-1.767293095588684,85.77423858642578,3.7173837795853615
29696,137,-0.027754375711083412,738.4231567382812,-1.767293095588684,73.83222961425781,1.3629413843154907
29760,138,-0.017266253009438515,1323.2586669921875,-1.767293095588684,132.32626342773438,1.9654058357700706
29824,138,-0.02085280977189541,1258.2767333984375,-1.767293095588684,125.82449340820312,4.362656199373305
29888,139,-0.020472388714551926,1361.618896484375,-1.767293095588684,136.15908813476562,1.9308686656877398
29952,139,-0.03346892446279526,1242.5830078125,-1.767293095588684,124.24250030517578,5.85334138572216
30016,139,0.0037766285240650177,1246.319091796875,-1.767293095588684,124.65335845947266,4.06542706862092
30080,140,-0.013305321335792542,665.759033203125,-1.767293095588684,66.58026885986328,1.7682740278542042
30144,140,-0.03238971531391144,955.45068359375,-1.767293095588684,95.53034973144531,4.894189666956663
30208,140,-0.010531798005104065,648.3291015625,-1.767293095588684,64.84004974365234,1.3622675985097885
30272,141,-0.01477820798754692,1047.046875,-1.767293095588684,104.70758056640625,3.8166133547201753
30336,141,-0.01664958894252777,1014.5928344726562,-1.767293095588684,101.4603042602539,3.7077255500480533
30400,142,-0.027998605743050575,566.008544921875,-1.767293095588684,56.59053039550781,1.7729247696697712
30464,142,-0.007190398871898651,1315.8602294921875,-1.767293095588684,131.5965118408203,5.850280109792948
